Species	AphisID	ImageLink	Group
Protula intestinum	131032	https://www.meerwasser-lexikon.de/img2/39530_ys4HSWnEzL.jpg	Polychaeta
Trypanosyllis zebra	131467	https://stricollections.org/imglib/stri/FLMNHUF/00004/10719acc-04da-4890-80e5-b048ea_1599796052_web.jpg	Polychaeta
Aphelochaeta multibranchis	152234		Polychaeta
Streblosoma bairdi	131538	https://v3.boldsystems.org/pics/POLNB/ZMBN_95339%2B1396970268.JPG	Polychaeta
Stephanotheca watersi	599857		Gymnolaemata
Filograna implexa	130989	https://www.mer-littoral.org/16/photos/filograna-implexa-0m.jpg	Polychaeta
Eunice pennata	130060	https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3059917ec61754bd78098c0cbbe8c1651/640	Polychaeta
Notomastus profundus	129900		Polychaeta
Cellaria salicornioides	111259	https://www.aphotomarine.com/images/sea_mats_bryozoans/bryozoan_cellaria_salicornioides_09-01-14_3.jpg	Gymnolaemata
Eulalia viridis	130639	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Eulalia_viridis_Vladivostok.jpg/800px-Eulalia_viridis_Vladivostok.jpg	Polychaeta
Jasmineira caudata	130920	https://v3.boldsystems.org/pics/SKAG/Ann239Jasmineira_caudata%2B1346877654.JPG	Polychaeta
Lagis koreni	152367	https://upload.wikimedia.org/wikipedia/commons/9/91/Pectinaria_koreni2.jpg	Polychaeta
Mysta picta	147026	https://waarnemingen.be/media/photo/9703764.jpg	Polychaeta
Turbicellepora magnicostata	111293	https://www.marlin.ac.uk/assets/images/marlin/species/web/o_turmag.jpg	Gymnolaemata
Euchone rosea	130907		Polychaeta
Chaetozone setosa	129955	https://images.marinespecies.org/thumbs/542_chaetozone-setosa.jpg?w=700	Polychaeta
Oxydromus flexuosus	710680	https://content.eol.org/data/media/46/df/fd/18.https___www_inaturalist_org_photos_6185629.jpg	Polychaeta
Cirrophorus branchiatus	130576	"https://zenodo.org/api/iiif/v2/27f60d46-a8f7-4eff-8498-5f87c386b46e:371407b4-014a-4ce5-8efa-9c210e991eeb:figure.png/full/750,/0/default.png"	Polychaeta
Praxillella praetermissa	130326	https://assets.artdatabanken.se/image/_5/16366_227785_5.jpg	Polychaeta
Salmacina dysteri	131038	https://www.mer-littoral.org/16/photos/salmacina-dysteri-1p.jpg	Polychaeta
Cirriformia tentaculata	129964	https://www.aphotomarine.com/images/marine_worms/worm_cirriformia_tentaculata_25-03-15_6.jpg	Polychaeta
Myrianida quindecimdentata	238201	https://upload.wikimedia.org/wikipedia/commons/5/57/Myrianida_quindecimdentata.jpg	Polychaeta
Lysidice hebes	742228		Polychaeta
Bispira fabricii	130872	https://inpn.mnhn.fr/photos/uploads/webtofs/inpn/1/269181.jpg	Polychaeta
Caberea boryi	111229	https://www.bryozoa.net/cheilostomata/candidae/caberea_boryic.jpg	Gymnolaemata
Torrea candida	129763		Polychaeta
Drilonereis filum	129856	https://v3.boldsystems.org/pics/HZPLY/BIOUG06397-D09%2B1372291040.jpg	Polychaeta
Malmgrenia lunulata	155194	https://waarneming.nl/media/photo/23957106.jpg	Polychaeta
Spiochaetopterus costarum	129922	https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Spiochaetopterus_costarum_pottsi_%28Berkeley_1927%29.jpg/1024px-Spiochaetopterus_costarum_pottsi_%28Berkeley_1927%29.jpg	Polychaeta
Paralacydonia paradoxa	130545	https://content.eol.org/data/media/ae/da/f3/539.HZPLY_BIOUG03550-c06_1351398532_jpg.jpg	Polychaeta
Polycirrus plumosus	131534	https://v3.boldsystems.org/pics/POLNB/ZMBN_116150%2B1492790446.JPG	Polychaeta
Aonides oxycephala	131106	https://v3.boldsystems.org/pics/HZPLY/MC40301-1%2B1525652364.jpg	Polychaeta
Sthenelais limicola	131077	https://v3.boldsystems.org/pics/POLNB/ZMBN_104677%2B1431535882.jpg	Polychaeta
Aponuphis brementi	130454		Polychaeta
Labioleanira yhleni	131067		Polychaeta
Pentapora fascialis	111082	https://www.marlin.ac.uk/assets/images/marlin/species/web/o_penfas2.jpg	Gymnolaemata
Syllidia armata	130198	https://upload.wikimedia.org/wikipedia/commons/b/b9/Syllidia_armata.jpg	Polychaeta
Vanadis formosa	129765	http://www.alessandrofalleni.com/home/images/sezione_marina/04_VERMI_ERRANTI/Vanadis%20Formosa.jpg	Polychaeta
Eunice vittata	130067	https://v3.boldsystems.org/pics/DEEP/PGC00003%2B1305748294.jpg	Polychaeta
Orbinia sertulata	130523	https://upload.wikimedia.org/wikipedia/commons/f/ff/Orbinia_sertulata_with_detail_k.jpg	Polychaeta
Scoloplos typicus	1052455		Polychaeta
Nephtys hombergii	130359	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Nephtys_hombergii.jpg/1024px-Nephtys_hombergii.jpg	Polychaeta
Sabellaria alveolata	130866	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Sabellaria_alveolata_b.JPG/800px-Sabellaria_alveolata_b.JPG	Polychaeta
Scrupocellaria scrupea	111249	https://content.eol.org/data/media/08/bf/99/533.WoRMS_image_25750.jpg	Gymnolaemata
Terebella lapidaria	131542	https://upload.wikimedia.org/wikipedia/commons/c/c8/Terebella_lapidaria_Linnaeus_1767_syn_Leprea_lapidaria_%28Linnaeus_1767%29_prof_A_monograph_of_the_British_marine_annelids_1922_Plate_CXIII.jpg	Polychaeta
Syllis prolifera	131452	https://www.researchgate.net/profile/Maria-Cristina-Gambi/publication/268075415/figure/fig6/AS:668300774227984@1536346729323/An-adult-specimen-of-Syllis-prolifera-with-a-mature-female-stolon-length-approx-20-mm.jpg	Polychaeta
Amphiglena mediterranea	130869		Polychaeta
Sphaerosyllis hystrix	131388	https://v3.boldsystems.org/pics/POLNB/ZMBN_98264%2B1421178672.JPG	Polychaeta
Levinsenia gracilis	130578	https://upload.wikimedia.org/wikipedia/commons/c/ce/Levinsenia_gracilis_%28Tauber_1879%29.jpg?20171114191441	Polychaeta
Vermiliopsis striaticeps	131061	https://www.aphotomarine.com/images/marine_worms/worm_vermiliopsis_striaticeps_30-08-16_1.jpg	Polychaeta
Melinna palmata	129808	https://www.aphotomarine.com/images/marine_worms/worm_melinna_palmata_12-09-14_1.jpg	Polychaeta
Ampharete acutifrons	129775	https://serv.biokic.asu.edu/imglib/invertebase/UF/00007/52a0fadf-35f0-49b8-9b5c-375c03_1587778286_web.jpg	Polychaeta
Hilbigneris gracilis	607402		Polychaeta
Notomastus lineatus	129899		Polychaeta
Amphictene auricoma	152448	https://www.mer-littoral.org/16/photos/amphictene-auricoma-0m.jpg	Polychaeta
Pista unibranchia	131521		Polychaeta
Schizoporella errata	111527	https://www.mer-littoral.org/17/photos/schizoporella-errata-0m.jpg	Gymnolaemata
Arichlidon reyssi	333033		Polychaeta
Terebellides stroemii	131573	https://serv.biokic.asu.edu/imglib/invertebase/UF/00002/026f3234-f025-49ff-a319-293d89_1579014475_web.jpg	Polychaeta
Syllis gerlachi	131432		Polychaeta
Prionospio caspersi	131152		Polychaeta
Cryptosula pallasiana	111343	https://images.marinespecies.org/thumbs/33609_cryptosula-pallasiana.jpg?w=700	Gymnolaemata
Harmothoe spinifera	130781	http://www.alessandrofalleni.com/home/images/sezione_marina/04_VERMI_ERRANTI/Harmothoe%20Spinifera.jpg	Polychaeta
Kirkegaardia dorsobranchialis	884702		Polychaeta
Phyllodoce mucosa	334512	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Phyllodoce_mucosa.jpg/1024px-Phyllodoce_mucosa.jpg	Polychaeta
Pterocirrus macroceros	130686	https://cdn.azotelibrary.com/image/w1300/fpa_4e44c057.webp	Polychaeta
Eunereis longissima	130375	https://upload.wikimedia.org/wikipedia/commons/9/90/Eunereis_longissima.jpg?20060919075137	Polychaeta
Aphelochaeta filiformis	129937	https://content.eol.org/data/media/ae/db/b2/539.HZPLY_BIOUG06646-F09-1_1373326840_jpg.jpg	Polychaeta
Cossura delta	326851		Polychaeta
Glycera capitata	130118	https://serv.biokic.asu.edu/imglib/invertebase/UF/00007/4a4ac829-977a-4e34-abeb-b61a3a_1587780776_web.jpg	Polychaeta
Scoletoma laurentiana	1491000		Polychaeta
Glycera alba	130116	https://content.eol.org/data/media/af/c3/e3/539.LOBO_RR101_1341611820_jpg.jpg	Polychaeta
Prionospio fallax	131157	https://www.aphotomarine.com/images/marine_worms/worm_prionospio_fallax_12-08-17_3.jpg	Polychaeta
Lumbrineris nonatoi	130251		Polychaeta
Lopadorrhynchus uncinatus	130214		Polychaeta
Spiophanes berkeleyorum	334829	https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Spiophanes_berkeleyorum_Pettibone_1962.jpg/1365px-Spiophanes_berkeleyorum_Pettibone_1962.jpg	Polychaeta
Sclerocheilus minutus	130982	https://images.marinespecies.org/thumbs/10862_sclerocheilus-minutus.jpg?w=700	Polychaeta
Scoletoma emandibulata	532019		Polychaeta
Aricidea cerrutii	525497	https://v3.boldsystems.org/pics/SERCI/Aricidea_cerrutii_S2435d1518%2B1538878232.JPG	Polychaeta
Syllis garciai	131431		Polychaeta
Aponuphis grubii	532018		Polychaeta
Mediomastus fragilis	129892	https://v3.boldsystems.org/pics/PONOR/NTNU-VM-76670%2B1581533510.jpg	Polychaeta
Ceratonereis costae	130370		Polychaeta
Maupasia coeca	155417	https://images.marinespecies.org/thumbs/38203_maupasia-caeca.jpg?w=700	Polychaeta
Aphelochaeta marioni	129938	https://www.beachexplorer.org/uploads/species/BEQ4B_WW_Cirratulus_sp_Mugga.jpg	Polychaeta
Notomastus latericeus	129898	https://images.marinespecies.org/thumbs/1291_notomastus-latericeus-m-sars-1851.jpg?w=700	Polychaeta
Galathowenia oculata	146950	https://static.inaturalist.org/photos/128929809/large.jpg	Polychaeta
Arabella iricolor	129854	https://www.sci.hokudai.ac.jp/~kazi/ICHU/2011/22090018_1.jpg	Polychaeta
Capitella minima	129879	https://v3.boldsystems.org/pics/ILGEA/RMG082_Capitella_minima%2B1519331774.jpg	Polychaeta
Sigalion mathildae	131072	https://www.aphotomarine.com/images/marine_worms/worm_sigalion_mathildae_26-06-17_9.jpg	Polychaeta
Magelona rosea	130273		Polychaeta
Aricidea catherinae	130554	https://v3.boldsystems.org/pics/POLNB/ZMBN_95689%2B1402938164.jpg	Polychaeta
Paraehlersia ferrugina	195972		Polychaeta
Leodice torquata	742177	https://images.marinespecies.org/thumbs/114320_leodice-torquata.jpg?w=700	Polychaeta
Myriapora truncata	111435	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/ELBryozoa.jpg/1024px-ELBryozoa.jpg	Gymnolaemata
Sternaspis scutata	131242	https://upload.wikimedia.org/wikipedia/commons/2/23/Sternaspis_scutata_30113468_%28cropped%29.jpg	Polychaeta
Aponuphis bilineata	130452	https://artsdatabanken.no/Media/F30881?mode=1920x1920	Polychaeta
Platynereis dumerilii	130417	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/PlatynereisDumeriliiAtoke.tif/lossy-page1-1280px-PlatynereisDumeriliiAtoke.tif.jpg	Polychaeta
Owenia fusiformis	130544	https://upload.wikimedia.org/wikipedia/commons/5/54/Owenia_fusiformis.jpg	Polychaeta
Sabella spallanzanii	130969	https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Schraubensabelle_gozo.jpg/1024px-Schraubensabelle_gozo.jpg	Polychaeta
Micronephthys longicornis	1322948		Polychaeta
Phyllodoce maculata	334510	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Phyllodoce_maculata.jpg/1280px-Phyllodoce_maculata.jpg	Polychaeta
Axiothella constricta	130276	https://v3.boldsystems.org/pics/LOBO/RR089%2B1341464916.jpg	Polychaeta
Aricidea simonae	130570	https://v3.boldsystems.org/pics/DEEP/PGC00054%2B1305845358.jpg	Polychaeta
Nereis pelagica	130404	https://upload.wikimedia.org/wikipedia/commons/c/cf/Nereis_pelagica.jpg	Polychaeta
Calpensia nobilis	111425	https://www.biologiamarina.org/wp/wp-content/uploads/2014/07/calpensia-nobilis-01-768x1024.jpg	Gymnolaemata
Schizomavella discoidea	111094		Gymnolaemata
Nephtys incisa	130362	https://images.marinespecies.org/thumbs/40595_nephtys-incisa-small.jpg?w=700	Polychaeta
Dorvillea rubrovittata	130008	https://www.aphotomarine.com/images/marine_worms2/worm_dorvillea_rubrovittata_01-02-18_3.jpg	Polychaeta
Goniada maculata	130140	https://images.marinespecies.org/thumbs/31985_goniada-maculata.jpg?w=700	Polychaeta
Exogone verugera	333456	https://v3.boldsystems.org/pics/POLNB/ZMBN_98230%2B1421181524.JPG	Polychaeta
Cirrophorus furcatus	130577	https://v3.boldsystems.org/pics/HZPLY/BIOUG06647-E05-1%2B1373415978.jpg	Polychaeta
Spiophanes bombyx	131187	https://www.marlin.ac.uk/assets/images/marlin/species/web/o_spibom.jpg	Polychaeta
Sthenelais boa	131074	https://pbs.twimg.com/media/DL10-jmWAAERX5f?format=jpg&name=900x900	Polychaeta
Harmothoe antilopes	130754	https://v3.boldsystems.org/pics/POLNB/ZMBN_116134%2B1492790440.JPG	Polychaeta
Aphrodita aculeata	129840	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Aphrodita_aculeata_%28Sea_mouse%29.jpg/1920px-Aphrodita_aculeata_%28Sea_mouse%29.jpg	Polychaeta
Paraonides neapolitana	130587		Polychaeta
Aricidea capensis	130553		Polychaeta
Poecilochaetus serpens	130711	https://v3.boldsystems.org/pics/HZPLY/BIOUG06647-H02%2B1373418382.jpg	Polychaeta
Lumbrineris coccinea	130242	https://cdn.azotelibrary.com/image/w1300/fpa_56ecb584.webp	Polychaeta
Schizobrachiella sanguinea	111522	https://www.mer-littoral.org/17/photos/schizobrachiella-sanguinea-0m.jpg	Gymnolaemata
Scolelepis squamata	131177	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Scolelepis_squamata.jpg/1024px-Scolelepis_squamata.jpg	Polychaeta
Polyophthalmus pictus	130510	https://www.aphotomarine.com/images/marine_worms/worm_polyophthalmus_pictus_16-02-17_1.jpg	Polychaeta
Chrysopetalum debile	129927	https://cdn.azotelibrary.com/image/w1300/fpa_21ed6fde.webp	Polychaeta
Pherusa plumosa	130113	https://2.bp.blogspot.com/-v0hxhawBG0Q/V_IuTRJGEcI/AAAAAAAAF-E/isucfou48Kkflr-dlQzUdCVNHjRkMXWygCLcB/s640/Pherusa%2Bplumosa%2B-%2Bplume%2Bworm%2B-%2Bpluimworm%2B%2B002.jpg	Polychaeta
Psamathe fusca	152249	https://www.aphotomarine.com/images/marine_worms/worm_psamathe_fusca_07-03-15_7.jpg	Polychaeta
Arabella geniculata	129853		Polychaeta
Amage adspersa	129770	https://v3.boldsystems.org/pics/ICBA/ZMBN_143424%2B1644536162.jpg	Polychaeta
Rhynchozoon neapolitanum	111466		Gymnolaemata
Sigambra tentaculata	130703		Polychaeta
Dispio uncinata	131125		Polychaeta
Polygordius lacteus	130714		Polychaeta
Nephtys assimilis	130353	https://v3.boldsystems.org/pics/MIWAP/ZMBN_107358%2B1455632252.jpg	Polychaeta
Euphrosine foliosa	130083	https://www.aphotomarine.com/images/marine_worms/worm_euphrosine_foliosa_25-06-17_1.jpg	Polychaeta
Spiophanes reyssi	478335		Polychaeta
Sphaerosyllis pirifera	131392	https://v3.boldsystems.org/pics/HZPLY/BIOUG06836-F12%2B1375876850.jpg	Polychaeta
Pholoe minuta	130603	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Pholoe_minuta_%28Fabricius_1780%29.jpg/1200px-Pholoe_minuta_%28Fabricius_1780%29.jpg?20171114191551	Polychaeta
Cirratulus cirratus	129959	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Cirratulus_cirratus.jpg/1024px-Cirratulus_cirratus.jpg	Polychaeta
Euclymene oerstedii	130294		Polychaeta
